Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect 
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
73.71,428.83,7.26,773.78,6907.87,62.04,2.948,0.8361,0.2398
64.62,1974.29,14.47,2084.36,1776.2,61.06,1.8219,0.9004,0.3526
67.57,1581.25,1.7,1890.7,2216.91,16.61,2.4956,0.7526,0.3367
64.35,2030.46,9.54,143.57,1236.37,54.31,3.11,0.9155,0.3452
42.21,1546.96,16.8,1171.37,5546.93,28.8,3.2012,0.7488,0.1727
54.03,1753.27,0.61,510.65,7086.33,66.45,3.5445,0.8556,0.351
61.62,1525.17,2.19,984.56,1619.44,28.92,0.7805,0.9312,0.1901
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
58.76,2061.09,8.38,1403.69,2833.09,7.91,2.8727,0.9165,0.234
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
62.08,1314.48,3.77,1851.74,7551.4,69.8,1.8533,0.8138,0.2215
45.2,1147.65,0.86,1337.99,9290.42,41.77,3.9136,0.7437,0.0839
52.33,1521.23,5.67,265.79,9029.09,44.35,3.6541,0.8158,0.0082
53.26,622.53,1.92,264.9,7965.68,51.23,4.122,0.7633,0.2582
66.79,2229.49,16.19,379.95,3430.66,31.03,2.7921,0.8839,0.1479
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
51.57,788.81,9.64,536.32,4550.08,63.51,3.9108,0.7769,0.2918
59.62,1056.34,16.83,1585.83,7017.74,2.26,3.1142,0.9283,0.0986
43.22,670.72,4.12,413.98,3259.89,21.62,2.6736,0.731,0.3309
52.14,2040.67,13.07,1406.06,3173.87,3.21,2.9672,0.7311,0.2994
52.14,2040.67,13.07,1406.06,3173.87,3.21,2.9672,0.7311,0.2994
71.99,989.73,15.23,385.4,8280.56,69.85,1.5789,0.8351,0.1306
68.77,1739.43,14.26,1617.36,2367.53,18.58,2.2343,0.8146,0.1152
72.7,1209.24,5.93,1496.02,3411.83,17.74,2.3435,0.7729,0.1257
49.46,2011.79,5.69,1053.85,799.61,48.36,4.2311,0.8877,0.2986
50.45,1953.95,9.2,1394.0,2079.61,12.87,4.0989,0.8142,0.3326
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
51.57,788.81,9.64,536.32,4550.08,63.51,3.9108,0.7769,0.2918
50.28,1848.25,7.53,1696.62,2042.42,59.32,3.4361,0.7471,0.3678
68.77,1739.43,14.26,1617.36,2367.53,18.58,2.2343,0.8146,0.1152
73.75,1085.45,9.97,533.28,8979.01,42.41,3.3891,0.8375,0.3159
50.45,1953.95,9.2,1394.0,2079.61,12.87,4.0989,0.8142,0.3326
49.55,1309.51,7.11,528.47,515.59,38.68,2.8746,0.7797,0.1632
68.71,508.17,10.62,1482.24,5147.53,87.63,3.1177,0.9197,0.3641
56.02,2312.74,2.63,1981.11,1451.77,9.03,2.7956,0.8028,0.1081
73.06,977.02,10.17,1094.82,5639.4,58.5,2.0721,0.8352,0.3867
50.68,1092.04,9.65,724.14,4238.78,34.4,4.2309,0.7856,0.3617
70.38,1634.02,3.14,1149.79,7793.76,73.53,1.6644,0.7202,0.2039
60.03,1100.49,3.49,388.56,9186.01,46.83,4.1784,0.7743,0.0618
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
49.57,1723.08,14.77,1192.42,3474.09,3.93,3.1818,0.7636,0.1704
54.03,1753.27,0.61,510.65,7086.33,66.45,3.5445,0.8556,0.351
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
62.68,1135.01,15.82,1852.27,6712.01,43.24,0.8533,0.9237,0.2361
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
42.38,1951.49,7.82,597.24,3687.07,74.69,1.3834,0.7413,0.2056
64.1,2177.19,7.77,631.53,380.88,17.5,2.1774,0.8633,0.1271
65.52,407.02,5.77,1951.34,1505.43,63.47,3.5419,0.8766,0.2704
63.31,2123.06,3.02,1312.97,7691.87,65.61,3.1973,0.7565,0.0009
57.74,1546.39,1.86,2012.85,7105.89,44.39,3.7768,0.7615,0.2627
61.11,2042.39,4.99,442.51,4551.56,88.32,2.431,0.8729,0.3803
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
64.62,1974.29,14.47,2084.36,1776.2,61.06,1.8219,0.9004,0.3526
66.66,539.36,8.88,1436.27,6842.1,81.3,1.7695,0.8436,0.266
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
52.97,1598.2,13.73,1624.13,964.31,85.11,4.0609,0.7791,0.3593
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
64.53,1392.21,4.68,635.27,8879.25,40.04,3.2478,0.8116,0.36
44.8,1622.26,2.06,1450.64,7863.33,5.27,3.8233,0.7258,0.2391
64.72,1115.67,0.67,1163.79,1240.17,62.97,1.9784,0.8413,0.0973
61.35,1650.71,7.87,1895.26,3034.71,9.86,2.4773,0.8306,0.2218
70.1,652.4,11.76,338.44,2767.04,48.98,2.2199,0.9256,0.2614
55.23,2164.85,0.54,1375.82,6891.05,37.45,2.3807,0.7325,0.3068
71.23,1172.95,0.93,1305.15,1212.97,5.87,3.8647,0.8278,0.1814
45.14,453.79,13.39,1670.8,2852.91,3.85,3.2667,0.7178,0.215
65.62,1288.47,2.09,1719.14,1577.26,7.64,3.1566,0.8041,0.2189
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
58.19,1610.73,1.0,781.36,3089.37,72.44,3.4925,0.8203,0.3313
45.7,1344.31,10.0,1341.75,3067.41,22.71,2.6811,0.7194,0.2124
69.7,2309.11,13.58,371.06,3835.64,62.49,1.7425,0.8465,0.1939
71.64,940.18,11.49,1637.77,5559.94,78.9,2.6978,0.9102,0.1975
50.92,1810.29,6.07,877.64,5503.97,1.24,3.4552,0.7515,0.3033
66.9,1439.45,4.49,490.12,50.65,76.59,0.8259,0.8843,0.2347
62.88,479.15,5.87,1802.88,3167.28,3.16,0.6786,0.9136,0.1559
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
59.42,2115.28,15.19,1069.42,6438.83,5.33,2.6318,0.9007,0.2778
67.54,699.02,6.44,170.41,4884.65,64.2,1.6333,0.8917,0.32
52.57,2073.58,15.68,1418.45,831.72,0.21,3.3518,0.791,0.258
61.62,1525.17,2.19,984.56,1619.44,28.92,0.7805,0.9312,0.1901
69.72,1753.95,6.91,621.62,5955.94,11.45,1.767,0.7654,0.124
51.5,1715.7,4.62,521.13,1341.31,26.3,3.5668,0.8206,0.1451
41.26,2292.52,10.36,194.25,2874.33,66.83,2.9432,0.8684,0.2076
72.1,396.73,16.19,1677.21,621.97,13.62,3.8906,0.9103,0.2276
54.44,1913.5,5.42,1097.63,2801.02,61.08,3.5289,0.8106,0.0144
64.93,1397.75,5.04,1639.18,3132.28,23.56,2.0979,0.8144,0.396
68.07,672.21,9.57,424.09,7870.02,36.33,3.4868,0.8766,0.3385
58.05,1585.81,3.85,1807.13,1663.84,55.54,4.041,0.9017,0.2788
50.45,1953.95,9.2,1394.0,2079.61,12.87,4.0989,0.8142,0.3326
70.66,1030.58,3.38,1746.19,3838.25,25.39,3.1029,0.7782,0.3008
66.01,1914.51,1.49,565.07,463.15,5.5,1.0842,0.8348,0.0438
42.21,1546.96,16.8,1171.37,5546.93,28.8,3.2012,0.7488,0.1727
59.91,2133.8,8.21,475.66,3007.55,49.98,1.5793,0.9241,0.0581
64.1,2177.19,7.77,631.53,380.88,17.5,2.1774,0.8633,0.1271
68.71,508.17,10.62,1482.24,5147.53,87.63,3.1177,0.9197,0.3641
47.46,2243.44,2.42,727.07,4184.95,37.04,2.5155,0.7695,0.0027
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
68.26,568.19,4.67,1381.38,585.66,23.17,2.0838,0.8788,0.3882
54.52,690.67,2.83,721.98,2919.52,50.15,4.1323,0.7598,0.0465
53.78,767.43,4.0,1417.94,6854.24,1.13,4.2181,0.7243,0.0031
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
52.57,2073.58,15.68,1418.45,831.72,0.21,3.3518,0.791,0.258
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
49.18,2187.48,2.71,1038.49,3749.13,3.01,3.9599,0.8234,0.1234
52.55,2097.23,3.87,500.73,7018.71,71.64,2.3926,0.7428,0.2763
54.44,1913.5,5.42,1097.63,2801.02,61.08,3.5289,0.8106,0.0144
53.71,1885.35,8.93,1057.63,527.69,31.18,3.281,0.7794,0.2613
48.39,1123.05,1.56,728.81,2622.99,82.53,4.1721,0.8719,0.2383
52.55,2097.23,3.87,500.73,7018.71,71.64,2.3926,0.7428,0.2763
64.35,2030.46,9.54,143.57,1236.37,54.31,3.11,0.9155,0.3452
66.39,2249.31,0.91,130.92,2501.24,49.66,3.227,0.8311,0.2911
53.7,2127.37,1.22,1611.25,7509.23,36.9,2.4693,0.736,0.0255
60.03,1423.5,3.26,970.0,4949.4,16.88,4.1099,0.8723,0.3728
68.07,672.21,9.57,424.09,7870.02,36.33,3.4868,0.8766,0.3385
54.52,690.67,2.83,721.98,2919.52,50.15,4.1323,0.7598,0.0465
73.66,1037.44,0.64,1201.83,4958.62,39.33,3.6512,0.778,0.0761
66.48,1818.58,9.99,682.84,7574.8,36.32,1.8927,0.8148,0.335
65.36,1548.2,1.76,2033.13,2794.33,54.28,1.2599,0.7266,0.1989
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
54.88,2314.47,2.11,321.5,5282.61,17.68,2.7268,0.777,0.1675
67.57,1581.25,1.7,1890.7,2216.91,16.61,2.4956,0.7526,0.3367
51.6,936.71,13.89,632.06,2956.61,24.38,4.1054,0.7903,0.2239
62.2,468.31,0.28,1984.12,9267.91,17.72,2.8096,0.7435,0.2966
41.07,1956.4,6.83,200.97,4043.4,5.53,3.6614,0.8262,0.3523
73.87,2142.23,13.52,483.38,6630.13,69.38,2.2272,0.8526,0.044
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
58.77,1181.98,1.89,1519.22,1835.72,66.35,4.2519,0.8735,0.3425
46.73,712.55,0.75,626.41,7858.41,18.02,3.7482,0.7318,0.1887
56.63,2178.24,6.29,1152.8,8609.06,6.83,3.5037,0.8717,0.3287
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
70.38,1634.02,3.14,1149.79,7793.76,73.53,1.6644,0.7202,0.2039
59.06,1504.21,4.11,1532.37,8120.79,20.49,2.2848,0.842,0.0294
71.33,1448.03,2.88,1484.29,231.0,46.82,3.6421,0.8217,0.0833
65.68,1462.8,2.78,539.19,1133.33,85.55,1.5126,0.8781,0.3281
41.63,1277.14,10.37,275.56,6904.14,19.59,4.1772,0.8277,0.3672
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
61.92,2092.3,6.17,2086.64,9314.26,74.92,0.9643,0.8611,0.3444
49.57,1723.08,14.77,1192.42,3474.09,3.93,3.1818,0.7636,0.1704
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
45.12,1953.51,16.98,580.69,2197.55,66.33,3.0405,0.8419,0.3102
64.2,870.71,11.75,1596.52,1763.77,6.39,3.7048,0.8845,0.016
71.53,929.44,16.99,2061.14,5568.5,27.43,1.782,0.8003,0.2754
73.75,1085.45,9.97,533.28,8979.01,42.41,3.3891,0.8375,0.3159
63.7,1475.11,15.58,1441.89,1151.63,0.45,3.7822,0.8855,0.1798
72.2,1690.42,13.4,1435.35,1376.26,51.78,0.7487,0.7928,0.1669
60.03,1423.5,3.26,970.0,4949.4,16.88,4.1099,0.8723,0.3728
63.06,1834.03,2.57,216.13,1098.01,1.86,3.1695,0.8902,0.0145
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
45.69,1674.08,3.42,1312.84,3476.96,23.08,3.8039,0.794,0.0022
49.55,1309.51,7.11,528.47,515.59,38.68,2.8746,0.7797,0.1632
66.48,1818.58,9.99,682.84,7574.8,36.32,1.8927,0.8148,0.335
64.13,2058.81,2.53,1307.94,5815.68,21.06,4.1099,0.7434,0.4052
73.71,428.83,7.26,773.78,6907.87,62.04,2.948,0.8361,0.2398
56.63,2178.24,6.29,1152.8,8609.06,6.83,3.5037,0.8717,0.3287
42.03,1132.67,6.81,872.9,3158.02,22.23,3.2233,0.7806,0.0037
49.46,2011.79,5.69,1053.85,799.61,48.36,4.2311,0.8877,0.2986
69.27,1516.68,8.79,807.8,1583.91,70.52,0.8584,0.8417,0.284
62.88,479.15,5.87,1802.88,3167.28,3.16,0.6786,0.9136,0.1559
55.92,2182.01,8.98,1587.3,589.94,67.92,1.9142,0.717,0.0589
63.68,976.11,0.84,478.47,940.67,85.63,1.163,0.9165,0.023
56.02,2312.74,2.63,1981.11,1451.77,9.03,2.7956,0.8028,0.1081
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
70.95,1584.06,10.49,371.71,595.58,76.0,4.0374,0.9311,0.0814
58.56,1719.63,13.42,2087.43,55.28,14.43,4.263,0.762,0.2187
62.79,1894.34,0.82,986.57,2986.18,33.42,1.1207,0.7819,0.0115
67.92,1296.16,11.19,131.05,7558.35,28.14,3.8961,0.8541,0.0881
46.73,712.55,0.75,626.41,7858.41,18.02,3.7482,0.7318,0.1887
59.69,1958.51,10.9,524.93,8549.41,17.41,3.3938,0.8347,0.1026
62.13,616.54,3.01,634.56,3697.13,83.62,3.6765,0.9205,0.1152
70.96,1119.63,10.11,1633.13,1953.96,17.79,3.8359,0.8404,0.0068
45.53,1064.15,9.51,2058.66,567.57,72.5,4.0847,0.8242,0.3548
70.1,652.4,11.76,338.44,2767.04,48.98,2.2199,0.9256,0.2614
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
52.14,2040.67,13.07,1406.06,3173.87,3.21,2.9672,0.7311,0.2994
64.11,1265.04,15.18,2012.18,1934.8,41.16,2.8399,0.9184,0.0274
66.52,1444.83,1.35,1356.54,8812.39,62.2,3.2985,0.7247,0.3672
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
60.05,1985.6,5.89,632.01,6376.8,51.78,3.0959,0.8588,0.0568
50.45,1953.95,9.2,1394.0,2079.61,12.87,4.0989,0.8142,0.3326
61.35,1650.71,7.87,1895.26,3034.71,9.86,2.4773,0.8306,0.2218
72.47,395.05,12.17,871.88,8528.18,55.98,1.4794,0.7952,0.1801
57.4,1796.2,5.5,1265.85,2465.96,51.03,4.004,0.8382,0.0095
62.47,1216.41,1.59,324.92,8152.38,73.61,3.0376,0.797,0.2263
63.18,1882.19,6.87,1568.01,1387.85,78.0,4.2618,0.8995,0.3523
51.66,847.59,4.17,755.28,7585.06,23.04,3.7994,0.7152,0.2243
67.4,1771.97,16.16,1233.2,2526.88,7.04,1.5625,0.8376,0.3377
65.04,1496.1,8.48,324.23,7665.46,75.68,1.6262,0.8288,0.2027
42.03,1132.67,6.81,872.9,3158.02,22.23,3.2233,0.7806,0.0037
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
42.38,1951.49,7.82,597.24,3687.07,74.69,1.3834,0.7413,0.2056
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
68.71,508.17,10.62,1482.24,5147.53,87.63,3.1177,0.9197,0.3641
65.52,407.02,5.77,1951.34,1505.43,63.47,3.5419,0.8766,0.2704
54.03,1753.27,0.61,510.65,7086.33,66.45,3.5445,0.8556,0.351
69.72,1753.95,6.91,621.62,5955.94,11.45,1.767,0.7654,0.124
58.77,1181.98,1.89,1519.22,1835.72,66.35,4.2519,0.8735,0.3425
52.3,399.8,14.35,424.61,187.8,43.75,3.6907,0.7521,0.2342
73.75,1085.45,9.97,533.28,8979.01,42.41,3.3891,0.8375,0.3159
45.53,1064.15,9.51,2058.66,567.57,72.5,4.0847,0.8242,0.3548
65.66,1490.75,12.69,1003.77,7564.86,34.31,2.754,0.9164,0.3131
59.22,1229.22,2.16,1854.6,6676.2,26.99,2.4837,0.8622,0.1594
58.77,1181.98,1.89,1519.22,1835.72,66.35,4.2519,0.8735,0.3425
70.66,1030.58,3.38,1746.19,3838.25,25.39,3.1029,0.7782,0.3008
48.17,1836.49,15.16,300.05,3099.48,55.39,3.5601,0.8649,0.2749
62.83,1637.4,6.13,657.2,6273.53,58.81,0.8189,0.814,0.0995
62.15,907.53,6.55,1284.67,3368.75,46.7,1.8204,0.917,0.0515
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
59.77,1723.01,10.44,2038.31,120.68,72.9,1.767,0.8881,0.2616
56.63,2178.24,6.29,1152.8,8609.06,6.83,3.5037,0.8717,0.3287
50.45,1953.95,9.2,1394.0,2079.61,12.87,4.0989,0.8142,0.3326
64.28,1067.15,6.88,1370.42,7620.98,83.17,2.2258,0.9,0.1482
62.88,479.15,5.87,1802.88,3167.28,3.16,0.6786,0.9136,0.1559
58.56,1719.63,13.42,2087.43,55.28,14.43,4.263,0.762,0.2187
54.76,1805.11,7.27,749.81,1056.15,80.99,3.352,0.8973,0.0036
59.54,1310.14,0.84,1782.04,4321.82,13.29,3.5047,0.8175,0.2909
71.71,1723.78,0.41,885.95,520.43,22.98,0.8413,0.776,0.0384
50.91,1947.62,2.6,595.57,4577.01,57.86,2.9841,0.7867,0.2883
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
53.26,622.53,1.92,264.9,7965.68,51.23,4.122,0.7633,0.2582
44.8,1622.26,2.06,1450.64,7863.33,5.27,3.8233,0.7258,0.2391
47.05,1034.58,3.37,994.79,7341.82,27.01,3.3973,0.7147,0.2616
41.3,977.09,5.78,866.38,235.16,32.33,3.9955,0.8503,0.1437
70.1,652.4,11.76,338.44,2767.04,48.98,2.2199,0.9256,0.2614
70.96,1119.63,10.11,1633.13,1953.96,17.79,3.8359,0.8404,0.0068
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
68.07,672.21,9.57,424.09,7870.02,36.33,3.4868,0.8766,0.3385
65.04,1496.1,8.48,324.23,7665.46,75.68,1.6262,0.8288,0.2027
47.46,2243.44,2.42,727.07,4184.95,37.04,2.5155,0.7695,0.0027
70.6,1960.97,7.96,899.7,2602.65,36.78,2.5358,0.8216,0.133
67.97,1605.73,14.73,1052.67,4935.54,10.8,3.2064,0.8352,0.0123
65.92,1579.85,5.92,503.63,422.89,28.3,3.3535,0.9197,0.3834
71.23,1172.95,0.93,1305.15,1212.97,5.87,3.8647,0.8278,0.1814
62.15,907.53,6.55,1284.67,3368.75,46.7,1.8204,0.917,0.0515
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
70.66,1030.58,3.38,1746.19,3838.25,25.39,3.1029,0.7782,0.3008
45.08,562.06,3.3,643.99,3392.51,80.41,2.7281,0.7621,0.3063
59.6,2170.54,4.87,1542.79,8850.68,21.41,2.4242,0.7939,0.3314
53.78,767.43,4.0,1417.94,6854.24,1.13,4.2181,0.7243,0.0031
41.29,1377.9,15.39,902.62,782.01,40.05,1.3085,0.7331,0.3544
73.06,977.02,10.17,1094.82,5639.4,58.5,2.0721,0.8352,0.3867
63.13,1354.5,2.41,747.03,7460.22,4.57,0.7789,0.7899,0.0786
73.71,428.83,7.26,773.78,6907.87,62.04,2.948,0.8361,0.2398
66.66,539.36,8.88,1436.27,6842.1,81.3,1.7695,0.8436,0.266
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
66.9,1439.45,4.49,490.12,50.65,76.59,0.8259,0.8843,0.2347
59.42,2115.28,15.19,1069.42,6438.83,5.33,2.6318,0.9007,0.2778
52.71,2009.21,12.81,695.03,540.71,14.04,3.0474,0.7897,0.1722
65.92,1579.85,5.92,503.63,422.89,28.3,3.3535,0.9197,0.3834
59.91,2133.8,8.21,475.66,3007.55,49.98,1.5793,0.9241,0.0581
59.62,1056.34,16.83,1585.83,7017.74,2.26,3.1142,0.9283,0.0986
59.91,2133.8,8.21,475.66,3007.55,49.98,1.5793,0.9241,0.0581
72.1,396.73,16.19,1677.21,621.97,13.62,3.8906,0.9103,0.2276
68.14,825.02,8.36,496.92,3154.97,61.02,3.1912,0.9147,0.1351
65.52,407.02,5.77,1951.34,1505.43,63.47,3.5419,0.8766,0.2704
73.46,1582.86,15.43,2060.9,5703.45,65.61,0.687,0.7526,0.257
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
61.35,1650.71,7.87,1895.26,3034.71,9.86,2.4773,0.8306,0.2218
49.46,2011.79,5.69,1053.85,799.61,48.36,4.2311,0.8877,0.2986
64.1,2177.19,7.77,631.53,380.88,17.5,2.1774,0.8633,0.1271
50.92,1810.29,6.07,877.64,5503.97,1.24,3.4552,0.7515,0.3033
60.13,1866.18,9.86,140.24,6825.13,41.14,2.5294,0.8787,0.194
67.54,699.02,6.44,170.41,4884.65,64.2,1.6333,0.8917,0.32
66.63,1945.21,7.92,1117.32,8980.52,46.65,1.6905,0.7849,0.3941
59.92,1928.88,14.77,668.39,1286.57,39.26,4.1734,0.9197,0.0077
66.01,1914.51,1.49,565.07,463.15,5.5,1.0842,0.8348,0.0438
54.44,1913.5,5.42,1097.63,2801.02,61.08,3.5289,0.8106,0.0144
60.87,1459.18,6.15,953.41,2655.54,11.47,4.2195,0.8612,0.0616
72.16,1888.91,13.19,1025.23,3410.71,39.87,2.4332,0.8615,0.3764
70.95,1584.06,10.49,371.71,595.58,76.0,4.0374,0.9311,0.0814
49.89,2021.2,12.8,816.97,4176.02,72.97,4.2546,0.7696,0.1046
61.11,2042.39,4.99,442.51,4551.56,88.32,2.431,0.8729,0.3803
49.46,2011.79,5.69,1053.85,799.61,48.36,4.2311,0.8877,0.2986
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
69.37,816.24,13.02,1607.37,8337.96,26.74,3.1904,0.843,0.3053
70.66,1030.58,3.38,1746.19,3838.25,25.39,3.1029,0.7782,0.3008
45.14,453.79,13.39,1670.8,2852.91,3.85,3.2667,0.7178,0.215
64.72,1115.67,0.67,1163.79,1240.17,62.97,1.9784,0.8413,0.0973
72.05,980.89,6.9,556.06,3302.86,41.75,1.1707,0.825,0.0359
59.69,1958.51,10.9,524.93,8549.41,17.41,3.3938,0.8347,0.1026
47.05,1034.58,3.37,994.79,7341.82,27.01,3.3973,0.7147,0.2616
71.23,1172.95,0.93,1305.15,1212.97,5.87,3.8647,0.8278,0.1814
66.97,2036.34,15.26,700.38,7795.69,61.04,1.6463,0.9139,0.3991
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
49.98,598.49,2.88,572.68,3400.31,77.64,2.7159,0.7258,0.2746
52.97,1598.2,13.73,1624.13,964.31,85.11,4.0609,0.7791,0.3593
63.4,688.72,3.73,1225.05,6326.49,21.28,2.6818,0.854,0.3226
47.46,2243.44,2.42,727.07,4184.95,37.04,2.5155,0.7695,0.0027
68.71,508.17,10.62,1482.24,5147.53,87.63,3.1177,0.9197,0.3641
53.7,2127.37,1.22,1611.25,7509.23,36.9,2.4693,0.736,0.0255
68.26,568.19,4.67,1381.38,585.66,23.17,2.0838,0.8788,0.3882
50.68,1092.04,9.65,724.14,4238.78,34.4,4.2309,0.7856,0.3617
67.57,1581.25,1.7,1890.7,2216.91,16.61,2.4956,0.7526,0.3367
71.64,940.18,11.49,1637.77,5559.94,78.9,2.6978,0.9102,0.1975
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
67.65,987.99,13.89,1106.11,2134.02,47.03,2.2749,0.9199,0.3775
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
72.2,1690.42,13.4,1435.35,1376.26,51.78,0.7487,0.7928,0.1669
63.68,976.11,0.84,478.47,940.67,85.63,1.163,0.9165,0.023
55.19,1862.74,3.29,1012.75,2614.22,10.55,3.7666,0.7421,0.3604
66.9,1537.04,11.81,1432.65,7300.19,16.33,2.0667,0.792,0.3899
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
66.79,2229.49,16.19,379.95,3430.66,31.03,2.7921,0.8839,0.1479
66.06,1629.16,14.35,1584.99,7228.51,11.83,1.1382,0.7461,0.1521
65.68,1462.8,2.78,539.19,1133.33,85.55,1.5126,0.8781,0.3281
53.26,622.53,1.92,264.9,7965.68,51.23,4.122,0.7633,0.2582
66.48,1818.58,9.99,682.84,7574.8,36.32,1.8927,0.8148,0.335
50.91,1947.62,2.6,595.57,4577.01,57.86,2.9841,0.7867,0.2883
54.44,1913.5,5.42,1097.63,2801.02,61.08,3.5289,0.8106,0.0144
60.6,1046.89,10.75,1861.34,6913.02,0.23,2.2427,0.8558,0.2197
57.4,1796.2,5.5,1265.85,2465.96,51.03,4.004,0.8382,0.0095
59.76,1869.52,2.79,439.61,6073.16,15.93,3.8375,0.7137,0.0337
66.63,1945.21,7.92,1117.32,8980.52,46.65,1.6905,0.7849,0.3941
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
64.2,870.71,11.75,1596.52,1763.77,6.39,3.7048,0.8845,0.016
55.51,1635.42,0.42,724.31,2371.9,66.82,3.6023,0.8231,0.3944
59.85,1830.25,3.54,200.5,5435.63,12.81,1.8748,0.9319,0.12
53.26,622.53,1.92,264.9,7965.68,51.23,4.122,0.7633,0.2582
53.71,1885.35,8.93,1057.63,527.69,31.18,3.281,0.7794,0.2613
55.19,1862.74,3.29,1012.75,2614.22,10.55,3.7666,0.7421,0.3604
64.13,2058.81,2.53,1307.94,5815.68,21.06,4.1099,0.7434,0.4052
72.7,1209.24,5.93,1496.02,3411.83,17.74,2.3435,0.7729,0.1257
46.44,939.73,0.96,1586.07,2441.85,70.71,3.1392,0.7428,0.3961
67.21,1340.54,10.36,1209.46,123.96,20.47,2.1917,0.8877,0.398
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
63.06,1834.03,2.57,216.13,1098.01,1.86,3.1695,0.8902,0.0145
66.46,1040.12,9.97,1129.93,4098.33,38.9,2.3368,0.8718,0.1763
71.44,2087.03,10.39,1598.61,3018.3,50.52,3.7408,0.9068,0.2353
51.82,2047.49,1.82,1397.45,479.31,67.74,2.2359,0.7408,0.3721
54.88,2314.47,2.11,321.5,5282.61,17.68,2.7268,0.777,0.1675
69.7,2309.11,13.58,371.06,3835.64,62.49,1.7425,0.8465,0.1939
42.21,1546.96,16.8,1171.37,5546.93,28.8,3.2012,0.7488,0.1727
66.39,2249.31,0.91,130.92,2501.24,49.66,3.227,0.8311,0.2911
55.19,1862.74,3.29,1012.75,2614.22,10.55,3.7666,0.7421,0.3604
64.42,1430.39,5.28,507.55,7125.08,0.75,3.5693,0.8106,0.2714
